transaction_id,date,category,subcategory,merchant,amount,type,payment_method,month,year,month_num,notes,month_label,is_overspend
TXN-01229,2023-07-18,Entertainment,Entertainment,Local Gym,33.08,Expense,Credit Card,2023-07,2023,7,,Jul 2023,True
TXN-01222,2023-07-19,Dining Out,Dining Out,Panda Express,11.82,Expense,Debit Card,2023-07,2023,7,,Jul 2023,False
TXN-01227,2023-07-20,Healthcare,Healthcare,Walgreens,37.9,Expense,Credit Card,2023-07,2023,7,,Jul 2023,False
TXN-01216,2023-07-20,Groceries,Groceries,Kroger,68.3,Expense,Credit Card,2023-07,2023,7,,Jul 2023,True
TXN-01006,2023-07-20,Income,Salary,Employer Direct Deposit,4500.0,Income,ACH Transfer,2023-07,2023,7,Bi-weekly paycheck,Jul 2023,False
TXN-01239,2023-07-21,Savings,Savings,Vanguard Transfer,500.0,Expense,Debit Card,2023-07,2023,7,,Jul 2023,False
TXN-01212,2023-07-21,Groceries,Groceries,Walmart Grocery,163.06,Expense,Debit Card,2023-07,2023,7,,Jul 2023,True
TXN-01211,2023-07-22,Housing,Housing,River Bend Rentals,1400.0,Expense,Cash,2023-07,2023,7,,Jul 2023,False
TXN-01230,2023-07-23,Entertainment,Entertainment,Concert Hall,31.44,Expense,Credit Card,2023-07,2023,7,,Jul 2023,True
TXN-01218,2023-07-25,Groceries,Groceries,Whole Foods,41.58,Expense,Debit Card,2023-07,2023,7,,Jul 2023,True
TXN-01237,2023-07-26,Subscriptions,Subscriptions,Hulu,15.69,Expense,ACH Transfer,2023-07,2023,7,,Jul 2023,True
TXN-01219,2023-07-27,Dining Out,Dining Out,Olive Garden,40.75,Expense,ACH Transfer,2023-07,2023,7,,Jul 2023,False
TXN-01226,2023-07-28,Utilities,Utilities,ONG Gas,74.03,Expense,ACH Transfer,2023-07,2023,7,,Jul 2023,False
TXN-01213,2023-07-30,Groceries,Groceries,Aldi,25.71,Expense,Debit Card,2023-07,2023,7,,Jul 2023,True
TXN-01250,2023-08-01,Dining Out,Dining Out,Olive Garden,40.14,Expense,Debit Card,2023-08,2023,8,,Aug 2023,False
TXN-01265,2023-08-01,Subscriptions,Subscriptions,YouTube Premium,13.64,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01249,2023-08-02,Dining Out,Dining Out,Olive Garden,36.53,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01248,2023-08-02,Dining Out,Dining Out,Panda Express,25.29,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01267,2023-08-04,Subscriptions,Subscriptions,Hulu,16.11,Expense,ACH Transfer,2023-08,2023,8,,Aug 2023,False
TXN-01253,2023-08-05,Transportation,Transportation,Uber,42.71,Expense,Cash,2023-08,2023,8,,Aug 2023,False
TXN-01251,2023-08-05,Dining Out,Dining Out,Panda Express,31.42,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01259,2023-08-07,Entertainment,Entertainment,Concert Hall,12.2,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01261,2023-08-12,Entertainment,Entertainment,Local Gym,27.75,Expense,Debit Card,2023-08,2023,8,,Aug 2023,False
TXN-01257,2023-08-16,Utilities,Utilities,ONG Gas,206.62,Expense,Credit Card,2023-08,2023,8,,Aug 2023,True
TXN-01245,2023-08-17,Groceries,Groceries,Aldi,73.13,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01268,2023-08-18,Subscriptions,Subscriptions,Adobe CC,11.93,Expense,ACH Transfer,2023-08,2023,8,,Aug 2023,False
TXN-01243,2023-08-19,Groceries,Groceries,Kroger,34.6,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01007,2023-08-21,Income,Salary,Employer Direct Deposit,4500.0,Income,ACH Transfer,2023-08,2023,8,Bi-weekly paycheck,Aug 2023,False
TXN-01269,2023-08-22,Savings,Savings,Marcus Savings,500.0,Expense,Debit Card,2023-08,2023,8,,Aug 2023,False
TXN-01247,2023-08-22,Dining Out,Dining Out,Starbucks,24.75,Expense,Debit Card,2023-08,2023,8,,Aug 2023,False
TXN-01254,2023-08-23,Transportation,Transportation,Uber,57.67,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01264,2023-08-24,Shopping,Shopping,Amazon,59.43,Expense,Debit Card,2023-08,2023,8,,Aug 2023,False
TXN-01258,2023-08-24,Healthcare,Healthcare,CVS Pharmacy,106.27,Expense,Debit Card,2023-08,2023,8,,Aug 2023,True
TXN-01260,2023-08-24,Entertainment,Entertainment,Steam Games,25.23,Expense,Debit Card,2023-08,2023,8,,Aug 2023,False
TXN-01241,2023-08-25,Groceries,Groceries,Walmart Grocery,73.1,Expense,ACH Transfer,2023-08,2023,8,,Aug 2023,False
TXN-01242,2023-08-25,Groceries,Groceries,Walmart Grocery,42.75,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01244,2023-08-25,Groceries,Groceries,Trader Joe's,66.19,Expense,Debit Card,2023-08,2023,8,,Aug 2023,False
TXN-01252,2023-08-26,Dining Out,Dining Out,Olive Garden,26.19,Expense,Cash,2023-08,2023,8,,Aug 2023,False
TXN-01262,2023-08-26,Entertainment,Entertainment,AMC Theatres,27.76,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01255,2023-08-27,Transportation,Transportation,Lyft,19.97,Expense,Debit Card,2023-08,2023,8,,Aug 2023,False
TXN-01246,2023-08-29,Groceries,Groceries,Walmart Grocery,33.38,Expense,ACH Transfer,2023-08,2023,8,,Aug 2023,False
TXN-01240,2023-08-29,Housing,Housing,Oakwood Apartments,1400.0,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01266,2023-08-30,Subscriptions,Subscriptions,Spotify,16.84,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01256,2023-08-30,Utilities,Utilities,AT&T Internet,78.43,Expense,Debit Card,2023-08,2023,8,,Aug 2023,True
TXN-01263,2023-08-30,Shopping,Shopping,Nike,120.05,Expense,Credit Card,2023-08,2023,8,,Aug 2023,False
TXN-01296,2023-09-01,Shopping,Shopping,Target,72.39,Expense,ACH Transfer,2023-09,2023,9,,Sep 2023,True
TXN-01292,2023-09-02,Entertainment,Entertainment,Local Gym,37.16,Expense,Debit Card,2023-09,2023,9,,Sep 2023,False
TXN-01290,2023-09-02,Healthcare,Healthcare,Dentist Office,68.47,Expense,Credit Card,2023-09,2023,9,,Sep 2023,False
TXN-01288,2023-09-02,Utilities,Utilities,OG&E Electric,71.78,Expense,Debit Card,2023-09,2023,9,,Sep 2023,True
TXN-01276,2023-09-03,Groceries,Groceries,Kroger,112.75,Expense,Credit Card,2023-09,2023,9,,Sep 2023,True
TXN-01294,2023-09-05,Shopping,Shopping,TJ Maxx,63.01,Expense,Credit Card,2023-09,2023,9,,Sep 2023,True
TXN-01282,2023-09-06,Dining Out,Dining Out,Starbucks,31.69,Expense,Credit Card,2023-09,2023,9,,Sep 2023,False
TXN-01291,2023-09-06,Entertainment,Entertainment,AMC Theatres,34.29,Expense,Debit Card,2023-09,2023,9,,Sep 2023,False
TXN-01273,2023-09-07,Groceries,Groceries,Aldi,39.53,Expense,Debit Card,2023-09,2023,9,,Sep 2023,True
TXN-01284,2023-09-10,Transportation,Transportation,Uber,30.73,Expense,Debit Card,2023-09,2023,9,,Sep 2023,False
TXN-01285,2023-09-10,Transportation,Transportation,Uber,13.88,Expense,Credit Card,2023-09,2023,9,,Sep 2023,False
TXN-01286,2023-09-10,Transportation,Transportation,Lyft,39.55,Expense,ACH Transfer,2023-09,2023,9,,Sep 2023,False
TXN-01301,2023-09-10,Savings,Savings,Marcus Savings,500.0,Expense,Credit Card,2023-09,2023,9,,Sep 2023,False
TXN-01275,2023-09-10,Groceries,Groceries,Trader Joe's,42.35,Expense,Debit Card,2023-09,2023,9,,Sep 2023,True
TXN-01283,2023-09-12,Dining Out,Dining Out,Chick-fil-A,46.07,Expense,Debit Card,2023-09,2023,9,,Sep 2023,False
TXN-01287,2023-09-13,Transportation,Transportation,Toll Authority,75.02,Expense,Credit Card,2023-09,2023,9,,Sep 2023,False
TXN-01289,2023-09-13,Utilities,Utilities,City Water Dept,95.77,Expense,Credit Card,2023-09,2023,9,,Sep 2023,True
TXN-01271,2023-09-14,Groceries,Groceries,Trader Joe's,81.04,Expense,Debit Card,2023-09,2023,9,,Sep 2023,True
TXN-01274,2023-09-15,Groceries,Groceries,Walmart Grocery,47.06,Expense,Debit Card,2023-09,2023,9,,Sep 2023,True
TXN-01272,2023-09-18,Groceries,Groceries,Whole Foods,57.97,Expense,ACH Transfer,2023-09,2023,9,,Sep 2023,True
TXN-01270,2023-09-20,Housing,Housing,River Bend Rentals,1400.0,Expense,ACH Transfer,2023-09,2023,9,,Sep 2023,False
TXN-01293,2023-09-20,Entertainment,Entertainment,Concert Hall,31.46,Expense,Credit Card,2023-09,2023,9,,Sep 2023,False
TXN-01008,2023-09-21,Income,Salary,Employer Direct Deposit,4500.0,Income,ACH Transfer,2023-09,2023,9,Bi-weekly paycheck,Sep 2023,False
TXN-01300,2023-09-22,Subscriptions,Subscriptions,Spotify,13.79,Expense,Credit Card,2023-09,2023,9,,Sep 2023,True
TXN-01281,2023-09-22,Dining Out,Dining Out,Local Bistro,13.41,Expense,ACH Transfer,2023-09,2023,9,,Sep 2023,False
TXN-01279,2023-09-26,Dining Out,Dining Out,Starbucks,53.37,Expense,Debit Card,2023-09,2023,9,,Sep 2023,False
TXN-01295,2023-09-26,Shopping,Shopping,Target,81.75,Expense,Credit Card,2023-09,2023,9,,Sep 2023,True
TXN-01297,2023-09-27,Subscriptions,Subscriptions,Netflix,15.13,Expense,Debit Card,2023-09,2023,9,,Sep 2023,True
TXN-01277,2023-09-28,Groceries,Groceries,Kroger,60.75,Expense,Credit Card,2023-09,2023,9,,Sep 2023,True
TXN-01298,2023-09-28,Subscriptions,Subscriptions,YouTube Premium,16.68,Expense,Debit Card,2023-09,2023,9,,Sep 2023,True
TXN-01280,2023-09-29,Dining Out,Dining Out,Chipotle,16.67,Expense,Debit Card,2023-09,2023,9,,Sep 2023,False
TXN-01299,2023-09-29,Subscriptions,Subscriptions,Netflix,51.74,Expense,Cash,2023-09,2023,9,,Sep 2023,True
TXN-01278,2023-09-29,Groceries,Groceries,Whole Foods,187.95,Expense,Credit Card,2023-09,2023,9,,Sep 2023,True
TXN-01305,2023-10-01,Groceries,Groceries,Walmart Grocery,61.77,Expense,Debit Card,2023-10,2023,10,,Oct 2023,False
TXN-01303,2023-10-01,Groceries,Groceries,Aldi,35.83,Expense,Credit Card,2023-10,2023,10,,Oct 2023,False
TXN-01307,2023-10-01,Groceries,Groceries,Aldi,34.16,Expense,Credit Card,2023-10,2023,10,,Oct 2023,False
TXN-01323,2023-10-05,Entertainment,Entertainment,Local Gym,11.15,Expense,Credit Card,2023-10,2023,10,,Oct 2023,True
TXN-01321,2023-10-06,Entertainment,Entertainment,Local Gym,9.08,Expense,Debit Card,2023-10,2023,10,,Oct 2023,True
TXN-01326,2023-10-07,Shopping,Shopping,Nike,34.63,Expense,Credit Card,2023-10,2023,10,,Oct 2023,False
TXN-01310,2023-10-08,Dining Out,Dining Out,Panda Express,22.95,Expense,Debit Card,2023-10,2023,10,,Oct 2023,True
TXN-01330,2023-10-11,Subscriptions,Subscriptions,Spotify,17.62,Expense,Credit Card,2023-10,2023,10,,Oct 2023,False
TXN-01302,2023-10-12,Housing,Housing,River Bend Rentals,1400.0,Expense,Debit Card,2023-10,2023,10,,Oct 2023,False
TXN-01332,2023-10-12,Savings,Savings,Vanguard Transfer,500.0,Expense,Credit Card,2023-10,2023,10,,Oct 2023,False
TXN-01306,2023-10-12,Groceries,Groceries,Walmart Grocery,39.26,Expense,Debit Card,2023-10,2023,10,,Oct 2023,False
TXN-01315,2023-10-13,Transportation,Transportation,City Parking,35.77,Expense,Debit Card,2023-10,2023,10,,Oct 2023,False
TXN-01309,2023-10-13,Dining Out,Dining Out,Panda Express,33.04,Expense,ACH Transfer,2023-10,2023,10,,Oct 2023,True
TXN-01331,2023-10-14,Subscriptions,Subscriptions,Netflix,16.39,Expense,Credit Card,2023-10,2023,10,,Oct 2023,False
TXN-01324,2023-10-14,Entertainment,Entertainment,Steam Games,31.9,Expense,ACH Transfer,2023-10,2023,10,,Oct 2023,True
TXN-01308,2023-10-15,Groceries,Groceries,Walmart Grocery,30.32,Expense,Debit Card,2023-10,2023,10,,Oct 2023,False
TXN-01314,2023-10-16,Dining Out,Dining Out,Chipotle,33.93,Expense,ACH Transfer,2023-10,2023,10,,Oct 2023,True
TXN-01311,2023-10-16,Dining Out,Dining Out,Panda Express,28.63,Expense,ACH Transfer,2023-10,2023,10,,Oct 2023,True
TXN-01322,2023-10-17,Entertainment,Entertainment,AMC Theatres,42.59,Expense,Cash,2023-10,2023,10,,Oct 2023,True
TXN-01312,2023-10-17,Dining Out,Dining Out,Chick-fil-A,50.17,Expense,Cash,2023-10,2023,10,,Oct 2023,True
TXN-01304,2023-10-17,Groceries,Groceries,Whole Foods,30.34,Expense,Credit Card,2023-10,2023,10,,Oct 2023,False
TXN-01320,2023-10-18,Healthcare,Healthcare,OU Medical,149.35,Expense,ACH Transfer,2023-10,2023,10,,Oct 2023,True
TXN-01317,2023-10-18,Transportation,Transportation,Shell Gas,23.81,Expense,ACH Transfer,2023-10,2023,10,,Oct 2023,False
TXN-01009,2023-10-19,Income,Salary,Employer Direct Deposit,4500.0,Income,ACH Transfer,2023-10,2023,10,Bi-weekly paycheck,Oct 2023,False
TXN-01329,2023-10-20,Subscriptions,Subscriptions,Spotify,14.62,Expense,Credit Card,2023-10,2023,10,,Oct 2023,False
TXN-01328,2023-10-21,Subscriptions,Subscriptions,Spotify,12.29,Expense,Cash,2023-10,2023,10,,Oct 2023,False
TXN-01325,2023-10-24,Entertainment,Entertainment,Concert Hall,40.04,Expense,ACH Transfer,2023-10,2023,10,,Oct 2023,True
TXN-01327,2023-10-25,Shopping,Shopping,H&M,64.9,Expense,Debit Card,2023-10,2023,10,,Oct 2023,False
TXN-01313,2023-10-25,Dining Out,Dining Out,Local Bistro,41.28,Expense,Credit Card,2023-10,2023,10,,Oct 2023,True
TXN-01319,2023-10-26,Utilities,Utilities,OG&E Electric,67.99,Expense,Credit Card,2023-10,2023,10,,Oct 2023,True
TXN-01318,2023-10-28,Utilities,Utilities,City Water Dept,82.47,Expense,Debit Card,2023-10,2023,10,,Oct 2023,True
TXN-01316,2023-10-29,Transportation,Transportation,Toll Authority,68.05,Expense,Debit Card,2023-10,2023,10,,Oct 2023,False
TXN-01345,2023-11-01,Dining Out,Dining Out,Local Bistro,43.97,Expense,Credit Card,2023-11,2023,11,,Nov 2023,True
TXN-01347,2023-11-04,Transportation,Transportation,Lyft,55.8,Expense,Credit Card,2023-11,2023,11,,Nov 2023,False
TXN-01355,2023-11-04,Entertainment,Entertainment,AMC Theatres,17.54,Expense,Credit Card,2023-11,2023,11,,Nov 2023,False
TXN-01364,2023-11-04,Savings,Savings,Ally Bank Savings,500.0,Expense,Cash,2023-11,2023,11,,Nov 2023,False
TXN-01333,2023-11-05,Housing,Housing,Oakwood Apartments,1400.0,Expense,Debit Card,2023-11,2023,11,,Nov 2023,False
TXN-01356,2023-11-06,Shopping,Shopping,Amazon,160.13,Expense,Credit Card,2023-11,2023,11,,Nov 2023,True
TXN-01336,2023-11-09,Groceries,Groceries,Walmart Grocery,55.37,Expense,Credit Card,2023-11,2023,11,,Nov 2023,False
TXN-01344,2023-11-10,Dining Out,Dining Out,Chipotle,38.12,Expense,Credit Card,2023-11,2023,11,,Nov 2023,True
TXN-01341,2023-11-10,Dining Out,Dining Out,Olive Garden,72.7,Expense,Credit Card,2023-11,2023,11,,Nov 2023,True
TXN-01337,2023-11-11,Groceries,Groceries,Walmart Grocery,74.65,Expense,Debit Card,2023-11,2023,11,,Nov 2023,False
TXN-01348,2023-11-12,Transportation,Transportation,BP Gas,19.35,Expense,Debit Card,2023-11,2023,11,,Nov 2023,False
TXN-01362,2023-11-12,Subscriptions,Subscriptions,Microsoft 365,15.73,Expense,Credit Card,2023-11,2023,11,,Nov 2023,False
TXN-01338,2023-11-15,Groceries,Groceries,Trader Joe's,55.59,Expense,Debit Card,2023-11,2023,11,,Nov 2023,False
TXN-01357,2023-11-16,Shopping,Shopping,Nike,30.17,Expense,Credit Card,2023-11,2023,11,,Nov 2023,True
TXN-01353,2023-11-16,Entertainment,Entertainment,Concert Hall,41.27,Expense,Credit Card,2023-11,2023,11,,Nov 2023,False
TXN-01339,2023-11-17,Groceries,Groceries,Walmart Grocery,17.27,Expense,Debit Card,2023-11,2023,11,,Nov 2023,False
TXN-01346,2023-11-18,Transportation,Transportation,Lyft,51.03,Expense,Credit Card,2023-11,2023,11,,Nov 2023,False
TXN-01343,2023-11-18,Dining Out,Dining Out,Starbucks,34.37,Expense,ACH Transfer,2023-11,2023,11,,Nov 2023,True
TXN-01358,2023-11-19,Shopping,Shopping,TJ Maxx,59.0,Expense,Credit Card,2023-11,2023,11,,Nov 2023,True
TXN-01340,2023-11-20,Dining Out,Dining Out,Local Bistro,23.56,Expense,ACH Transfer,2023-11,2023,11,,Nov 2023,True
TXN-01334,2023-11-20,Groceries,Groceries,Walmart Grocery,66.84,Expense,Debit Card,2023-11,2023,11,,Nov 2023,False
TXN-01010,2023-11-21,Income,Salary,Employer Direct Deposit,4500.0,Income,ACH Transfer,2023-11,2023,11,Bi-weekly paycheck,Nov 2023,False
TXN-01363,2023-11-22,Subscriptions,Subscriptions,Microsoft 365,14.49,Expense,Credit Card,2023-11,2023,11,,Nov 2023,False
TXN-01350,2023-11-23,Utilities,Utilities,OG&E Electric,80.49,Expense,Debit Card,2023-11,2023,11,,Nov 2023,True
TXN-01352,2023-11-25,Entertainment,Entertainment,Concert Hall,23.67,Expense,Credit Card,2023-11,2023,11,,Nov 2023,False
TXN-01359,2023-11-26,Subscriptions,Subscriptions,Netflix,14.58,Expense,Debit Card,2023-11,2023,11,,Nov 2023,False
TXN-01335,2023-11-26,Groceries,Groceries,Aldi,36.43,Expense,Credit Card,2023-11,2023,11,,Nov 2023,False
TXN-01361,2023-11-27,Subscriptions,Subscriptions,Hulu,14.24,Expense,Debit Card,2023-11,2023,11,,Nov 2023,False
TXN-01354,2023-11-28,Entertainment,Entertainment,Concert Hall,25.67,Expense,Debit Card,2023-11,2023,11,,Nov 2023,False
TXN-01360,2023-11-28,Subscriptions,Subscriptions,Spotify,14.6,Expense,Credit Card,2023-11,2023,11,,Nov 2023,False
TXN-01349,2023-11-29,Utilities,Utilities,AT&T Internet,71.63,Expense,Credit Card,2023-11,2023,11,,Nov 2023,True
TXN-01351,2023-11-29,Healthcare,Healthcare,Dentist Office,38.97,Expense,Debit Card,2023-11,2023,11,,Nov 2023,False
TXN-01342,2023-11-29,Dining Out,Dining Out,Starbucks,29.3,Expense,Credit Card,2023-11,2023,11,,Nov 2023,True
TXN-01390,2023-12-01,Subscriptions,Subscriptions,Microsoft 365,13.02,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01371,2023-12-02,Groceries,Groceries,Trader Joe's,42.56,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01367,2023-12-03,Groceries,Groceries,Whole Foods,69.94,Expense,Cash,2023-12,2023,12,,Dec 2023,False
TXN-01385,2023-12-05,Entertainment,Entertainment,Local Gym,35.98,Expense,Cash,2023-12,2023,12,,Dec 2023,False
TXN-01381,2023-12-08,Utilities,Utilities,OG&E Electric,74.8,Expense,Credit Card,2023-12,2023,12,,Dec 2023,False
TXN-01374,2023-12-10,Dining Out,Dining Out,Panda Express,35.63,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01392,2023-12-10,Savings,Savings,Vanguard Transfer,500.0,Expense,Credit Card,2023-12,2023,12,,Dec 2023,False
TXN-01383,2023-12-11,Entertainment,Entertainment,Bowling Alley,32.45,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01372,2023-12-12,Dining Out,Dining Out,Local Bistro,35.78,Expense,Credit Card,2023-12,2023,12,,Dec 2023,False
TXN-01375,2023-12-14,Dining Out,Dining Out,Starbucks,12.09,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01388,2023-12-15,Subscriptions,Subscriptions,Adobe CC,15.25,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01378,2023-12-16,Transportation,Transportation,City Parking,56.73,Expense,Credit Card,2023-12,2023,12,,Dec 2023,False
TXN-01366,2023-12-17,Groceries,Groceries,Walmart Grocery,28.32,Expense,Credit Card,2023-12,2023,12,,Dec 2023,False
TXN-01380,2023-12-18,Transportation,Transportation,City Parking,49.88,Expense,Credit Card,2023-12,2023,12,,Dec 2023,False
TXN-01370,2023-12-18,Groceries,Groceries,Kroger,68.92,Expense,Credit Card,2023-12,2023,12,,Dec 2023,False
TXN-01389,2023-12-19,Subscriptions,Subscriptions,Spotify,13.62,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01387,2023-12-20,Shopping,Shopping,Amazon,98.12,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01376,2023-12-20,Dining Out,Dining Out,Starbucks,35.92,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01382,2023-12-20,Healthcare,Healthcare,Eye Care Plus,79.08,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01369,2023-12-20,Groceries,Groceries,Walmart Grocery,45.35,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01368,2023-12-21,Groceries,Groceries,Kroger,89.71,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01011,2023-12-21,Income,Salary,Employer Direct Deposit,4500.0,Income,ACH Transfer,2023-12,2023,12,Bi-weekly paycheck,Dec 2023,False
TXN-01377,2023-12-22,Dining Out,Dining Out,Panda Express,32.36,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01386,2023-12-22,Shopping,Shopping,Best Buy,7.65,Expense,Credit Card,2023-12,2023,12,,Dec 2023,False
TXN-01365,2023-12-23,Housing,Housing,River Bend Rentals,1400.0,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01379,2023-12-23,Transportation,Transportation,City Parking,27.82,Expense,Credit Card,2023-12,2023,12,,Dec 2023,False
TXN-01384,2023-12-26,Entertainment,Entertainment,Bowling Alley,36.27,Expense,Credit Card,2023-12,2023,12,,Dec 2023,False
TXN-01373,2023-12-27,Dining Out,Dining Out,Olive Garden,30.0,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01391,2023-12-30,Subscriptions,Subscriptions,Adobe CC,15.77,Expense,Debit Card,2023-12,2023,12,,Dec 2023,False
TXN-01396,2024-01-01,Groceries,Groceries,Aldi,90.4,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01405,2024-01-01,Dining Out,Dining Out,Local Bistro,42.61,Expense,Credit Card,2024-01,2024,1,,Jan 2024,False
TXN-01417,2024-01-01,Entertainment,Entertainment,Bowling Alley,77.85,Expense,Debit Card,2024-01,2024,1,,Jan 2024,True
TXN-01409,2024-01-01,Transportation,Transportation,Toll Authority,28.54,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01403,2024-01-02,Dining Out,Dining Out,Olive Garden,8.76,Expense,Credit Card,2024-01,2024,1,,Jan 2024,False
TXN-01414,2024-01-02,Healthcare,Healthcare,Eye Care Plus,91.71,Expense,Credit Card,2024-01,2024,1,,Jan 2024,True
TXN-01400,2024-01-02,Groceries,Groceries,Kroger,52.59,Expense,Credit Card,2024-01,2024,1,,Jan 2024,False
TXN-01424,2024-01-03,Subscriptions,Subscriptions,Netflix,15.05,Expense,Credit Card,2024-01,2024,1,,Jan 2024,True
TXN-01399,2024-01-03,Groceries,Groceries,Whole Foods,11.93,Expense,Credit Card,2024-01,2024,1,,Jan 2024,False
TXN-01416,2024-01-05,Entertainment,Entertainment,Bowling Alley,28.86,Expense,Debit Card,2024-01,2024,1,,Jan 2024,True
TXN-01421,2024-01-05,Shopping,Shopping,Best Buy,43.91,Expense,Credit Card,2024-01,2024,1,,Jan 2024,False
TXN-01402,2024-01-09,Dining Out,Dining Out,Chick-fil-A,19.17,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01393,2024-01-12,Housing,Housing,Oakwood Apartments,1400.0,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01394,2024-01-13,Groceries,Groceries,Trader Joe's,63.65,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01419,2024-01-14,Shopping,Shopping,TJ Maxx,91.77,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01398,2024-01-14,Groceries,Groceries,Kroger,35.49,Expense,Credit Card,2024-01,2024,1,,Jan 2024,False
TXN-01412,2024-01-15,Utilities,Utilities,ONG Gas,70.52,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01418,2024-01-15,Entertainment,Entertainment,Steam Games,38.38,Expense,Credit Card,2024-01,2024,1,,Jan 2024,True
TXN-01410,2024-01-16,Transportation,Transportation,BP Gas,41.72,Expense,Credit Card,2024-01,2024,1,,Jan 2024,False
TXN-01427,2024-01-16,Savings,Savings,Ally Bank Savings,500.0,Expense,ACH Transfer,2024-01,2024,1,,Jan 2024,False
TXN-01415,2024-01-16,Entertainment,Entertainment,Concert Hall,20.32,Expense,Debit Card,2024-01,2024,1,,Jan 2024,True
TXN-01411,2024-01-17,Utilities,Utilities,City Water Dept,77.1,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01012,2024-01-19,Income,Salary,Employer Direct Deposit,4500.0,Income,ACH Transfer,2024-01,2024,1,Bi-weekly paycheck,Jan 2024,False
TXN-01413,2024-01-23,Healthcare,Healthcare,OU Medical,75.93,Expense,Debit Card,2024-01,2024,1,,Jan 2024,True
TXN-01420,2024-01-24,Shopping,Shopping,H&M,42.32,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01423,2024-01-25,Subscriptions,Subscriptions,YouTube Premium,15.37,Expense,Debit Card,2024-01,2024,1,,Jan 2024,True
TXN-01422,2024-01-27,Subscriptions,Subscriptions,Microsoft 365,20.09,Expense,Debit Card,2024-01,2024,1,,Jan 2024,True
TXN-01406,2024-01-27,Dining Out,Dining Out,Starbucks,37.85,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01397,2024-01-28,Groceries,Groceries,Aldi,46.25,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01404,2024-01-28,Dining Out,Dining Out,Starbucks,2.91,Expense,ACH Transfer,2024-01,2024,1,,Jan 2024,False
TXN-01401,2024-01-29,Dining Out,Dining Out,Starbucks,86.77,Expense,Credit Card,2024-01,2024,1,,Jan 2024,False
TXN-01425,2024-01-30,Subscriptions,Subscriptions,Microsoft 365,17.82,Expense,Credit Card,2024-01,2024,1,,Jan 2024,True
TXN-01408,2024-01-30,Transportation,Transportation,Shell Gas,56.34,Expense,Credit Card,2024-01,2024,1,,Jan 2024,False
TXN-01407,2024-01-30,Transportation,Transportation,Shell Gas,22.79,Expense,Debit Card,2024-01,2024,1,,Jan 2024,False
TXN-01426,2024-01-30,Subscriptions,Subscriptions,Microsoft 365,13.28,Expense,Debit Card,2024-01,2024,1,,Jan 2024,True
TXN-01395,2024-01-30,Groceries,Groceries,Walmart Grocery,59.56,Expense,Credit Card,2024-01,2024,1,,Jan 2024,False
TXN-01441,2024-02-01,Transportation,Transportation,Toll Authority,52.76,Expense,ACH Transfer,2024-02,2024,2,,Feb 2024,False
